Identifier,Percent,BST,Equal,Insert Tree,Search Tree,Search Item,Delete Tree,Size,Depth,Parent,Max,Delete,AVL,AVL2,Extra,A&DS,Testing,Style
Participant 13126598,No data available;,You are at the top 43.65% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 67.39% of everyone;,You are at the top 40.68% of everyone;,You are at the top 27.64% of everyone;,You are at the top 45.65% of everyone;,You are at the top 68.94% of everyone;,You are at the top 27.95% of everyone;,You are at the top 60.25% of everyone;,You are at the top 27.95% of everyone;,You are at the top 39.78% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 36.34% of everyone;,You are at the top 36.65% of everyone;,You are at the top 43.37% of everyone;
Participant 13126715,No data available;,You are at the top 30.39% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 67.39% of everyone;,You are at the top 85.4% of everyone;,You are at the top 3.11% of everyone;,You are at the top 88.82% of everyone;,You are at the top 68.94% of everyone;,You are at the top 74.84% of everyone;,You are at the top 60.25% of everyone;,You are at the top 6.21% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126714,No data available;,You are at the top 21.27% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 22.36% of everyone;,You are at the top 40.68% of everyone;,You are at the top 71.43% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 74.84% of everyone;,You are at the top 60.25% of everyone;,You are at the top 71.43% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126609,No data available;,You are at the top 34.81% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 67.39% of everyone;,You are at the top 40.68% of everyone;,You are at the top 27.64% of everyone;,You are at the top 45.65% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 60.25% of everyone;,You are at the top 27.95% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126608,No data available;,You are at the top 19.61% of everyone;,You are at the top 54.04% of everyone;,You are at the top 12.73% of everyone;,You are at the top 8.07% of everyone;,You are at the top 8.39% of everyone;,You are at the top 27.64% of everyone;,You are at the top 45.65% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 14.29% of everyone;,You are at the top 27.95% of everyone;,You are at the top 39.78% of everyone;,You are at the top 73.29% of everyone;,You are at the top 79.5% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126544,No data available;,You are at the top 15.75% of everyone;,You are at the top 4.04% of everyone;,You are at the top 5.28% of everyone;,You are at the top 67.39% of everyone;,You are at the top 8.39% of everyone;,You are at the top 9.63% of everyone;,You are at the top 10.25% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 60.25% of everyone;,You are at the top 10.25% of everyone;,You are at the top 31.77% of everyone;,You are at the top 37.58% of everyone;,You are at the top 46.58% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126600,No data available;,You are at the top 26.24% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 67.39% of everyone;,You are at the top 40.68% of everyone;,You are at the top 6.83% of everyone;,You are at the top 10.25% of everyone;,You are at the top 68.94% of everyone;,You are at the top 74.84% of everyone;,You are at the top 60.25% of everyone;,You are at the top 10.25% of everyone;,You are at the top 25.97% of everyone;,You are at the top 16.77% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126593,No data available;,You are at the top 18.23% of everyone;,You are at the top 54.04% of everyone;,You are at the top 12.73% of everyone;,You are at the top 8.07% of everyone;,You are at the top 8.39% of everyone;,You are at the top 9.63% of everyone;,You are at the top 45.65% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 14.29% of everyone;,You are at the top 27.95% of everyone;,You are at the top 39.78% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 36.34% of everyone;,You are at the top 36.65% of everyone;,You are at the top 43.37% of everyone;
Participant 13126531,No data available;,You are at the top 16.57% of everyone;,You are at the top 10.87% of everyone;,You are at the top 84.47% of everyone;,You are at the top 4.35% of everyone;,You are at the top 4.97% of everyone;,You are at the top 9.63% of everyone;,You are at the top 45.65% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 99.38% of everyone;,You are at the top 6.21% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126559,No data available;,You are at the top 14.92% of everyone;,You are at the top 54.04% of everyone;,You are at the top 42.86% of everyone;,You are at the top 67.39% of everyone;,You are at the top 2.17% of everyone;,You are at the top 27.64% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 60.25% of everyone;,You are at the top 2.48% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126624,No data available;,You are at the top 15.75% of everyone;,You are at the top 10.87% of everyone;,You are at the top 7.45% of everyone;,You are at the top 8.07% of everyone;,You are at the top 4.97% of everyone;,You are at the top 27.64% of everyone;,You are at the top 45.65% of everyone;,You are at the top 22.98% of everyone;,You are at the top 27.95% of everyone;,You are at the top 4.97% of everyone;,You are at the top 10.25% of everyone;,You are at the top 27.62% of everyone;,You are at the top 22.98% of everyone;,You are at the top 21.12% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126541,No data available;,You are at the top 14.36% of everyone;,You are at the top 10.87% of everyone;,You are at the top 42.86% of everyone;,You are at the top 4.35% of everyone;,You are at the top 8.39% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 4.97% of everyone;,You are at the top 27.95% of everyone;,You are at the top 32.87% of everyone;,You are at the top 73.29% of everyone;,You are at the top 46.58% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126550,No data available;,You are at the top 13.81% of everyone;,You are at the top 1.86% of everyone;,You are at the top 42.86% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 9.63% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 3.11% of everyone;,You are at the top 6.21% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126676,No data available;,You are at the top 6.91% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 1.55% of everyone;,You are at the top 2.48% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 86.74% of everyone;
Participant 13126654,No data available;,You are at the top 6.91% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 1.55% of everyone;,You are at the top 2.48% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126703,No data available;,You are at the top 6.91% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 1.55% of everyone;,You are at the top 2.48% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126653,No data available;,You are at the top 6.91% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 1.86% of everyone;,You are at the top 2.17% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 3.11% of everyone;,You are at the top 2.48% of everyone;,You are at the top 1.55% of everyone;,You are at the top 2.48% of everyone;,You are at the top 12.98% of everyone;,You are at the top 8.39% of everyone;,You are at the top 10.56% of everyone;,You are at the top 15.22% of everyone;,You are at the top 15.22% of everyone;,You are at the top 43.37% of everyone;
Participant 13126548,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126572,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126579,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126595,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126596,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126597,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126611,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126619,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126620,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126626,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126628,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126629,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126633,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126643,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126662,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126672,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126674,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126678,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126707,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
Participant 13126709,No data available;,You are at the top 6.91% of everyone;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,You are at the top 12.98% of everyone;,No data available;,No data available;,No data available;,No data available;,You are at the top 43.37% of everyone;
,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;
,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;
,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;,No data available;
